,축제명,개최장소,축제시작일자,축제종료일자,축제내용,주최기관,전화번호,홈페이지주소,관련정보,소재지도로명주소,소재지지번주소,위도,경도
927,제13회 양평 용문산 산나물축제,용문역 앞,2023-05-05,2023-05-07,"산나물의 맛과 향기를 느낄수 있는 신나는 공연, 즐거운 체험과 전+산나물 요리 등 다채로운 축제",용문면산나물축제추진위원회,031-770-3332,,,경기도 양평군 용문면 용문역길 21,경기도 양평군 용문면 다문리 736-13,37.48245012,127.5945009
928,제9회 양평 워터워 페스티벌(양평 물축제),옥천면 레포츠공원 및 사탄천 일원,2023-07-28,2023-07-30,옥천면 사탄천 일대에서 가족과 함께 시원한 여름을 즐기는 축제,옥천면물축제추진위원회,031-770-3132,https://okcheonwater.modoo.at/,,경기도 양평군 옥천면 옥천체육공원길 66,경기도 양평군 옥천면 옥천리 767,37.52001447,127.4561346
934,제21회 옥천묘목축제,옥천묘?漬貶? 일원,2023-03-31,2023-04-02,묘목판매+묘목 나눠주기 등,충청북도 옥천군청·옥천이원묘목영농조합법인,043-730-3593,,,충청북도 옥천군 이원면 이원로 830,충청북도 옥천군 이원면 이원리 503,36.24660998,127.6268656
935,제13회 옥천참옻축제,옥천향수공원 일원,2023-04-29,2023-04-30,옻순판매+옻음식경연대회+공연 등,충청북도 옥천군청,043-730-3594,,,충청북도 옥천군 옥천읍 중앙로 131,충청북도 옥천군 옥천읍 삼양리 125,36.30827363,127.5729751
950,안산국제거리극축제,안산문화광장 및 안산시 일대,2023-05-05,2023-05-07,순수예술축제,경기도 안산시청,031-481-0536,https://www.ansanart.com/index.do,안산문화광장,경기도 안산시 단원구 광덕대로 157,경기도 안산시 단원구 고잔동 800,37.310742,126.829822
951,"용인어린이상상의숲 어린이 주간 특별 행사 <오, 오 상상이상>",용인어린이상상의숲,2023-05-05,2023-05-05,어린이날·용인어린이상상의숲 개관일 기념 어린이와 가족을 위한 특별 행사,용인문화재단,031-323-6500,www.yicf.or.kr,,경기도 용인시 처인구 동백죽전대로 61,경기도 용인시 처인구 삼가동 28-6,37.24962344,127.1651613
955,탐라국입춘굿,관덕정 일원,2023-02-02,2023-02-04,2023 계묘년 탐라국입춘굿 성안이 들썩 관덕정 꽃마중. 제주 원도심에서 만나는 봄맞이 축제,제주특별자치도 제주시,064-728-2714,http://blog.daum.net/jepaf,,제주특별자치도 제주시 관덕로 19,,33.513394,126.5214658
956,휴애리 매화축제,휴애리,2023-02-24,2023-03-13,올해로 열일곱 번째 열리는 휴애리 매화축제는 휴애리 공원에서 정성스럽게 키운 매화꽃을 매화올레길 매화정원 등 공원 곳곳에서 감상할 수 있는 휴애리 대표 축제이다.,휴애리자연생활공원,064-732-2114,www.hueree.com,,제주특별자치도 서귀포시 남원읍 신례동로 256,,33.3085451,126.6343808
957,한림공원 매화축제,제주한림공원,2023-02-11,2023-03-12,한림공원 매화정원에서 고고한 매화의 기품과 수선화 향기와 함께 성큼 다가온 봄의 기운을 만끽해보자.,제주한림공원,064-796-0001,www.hallimpark.com,,제주특별자치도 제주시 한림읍 한림로 300,,33.390213,126.2396912
958,상효원수목원 튤립축제,상효원수목원,2023-03-04,2023-04-09,힐링 수목원 상효원에서는 봄을 맞이하여 여덟 번째 튤립축제를 진행한다.,상효원수목원,064-733-2200,www.sanghyowon.com,,제주특별자치도 서귀포시 산록남로 2847-37,,33.3072168,126.5860085
959,한림공원 왕벚꽃축제,제주한림공원,2023-03-24,2023-04-08,완연한 봄을 알리는 한림공원 왕벚꽃축제,제주한림공원,064-796-0001,www.hallimpark.com,,제주특별자치도 제주시 한림읍 한림로 300,,33.390213,126.2396912
978,황룡강 (洪)길동무 꽃길 축제,황룡강변 일원+홍길동테마파크,2023-05-19,2023-05-21,공연+체험+판매행사 등,전라남도 장성군,061-390-7240,https://www.jangseong.go.kr/home/tour_new/festival/festival_04/festival_04_02,황룡강+홍길동테마파크,,"전라남도 장성군 장성읍 기산리 461-1, 전라남도 장성군 황룡면 홍길동로 431",35.30951048,126.7815062
981,2023년 개화산 해맞이행사,개화산 정상(방화2동),2023-01-01,2023-01-01,해맞이축제,서울특별시 강서구,02-2600-6455,,,,서울특별시 강서구 개화동 산 91-4,0.0,0.0
982,2023년 개화산 봄꽃축제,방화근린공원,2023-04-22,2022-04-22,경관조명전시+플리마켓+버스킹 등,서울특별시 강서구,02-2600-6455,,,서울특별시 강서구 금낭화로 176,,0.0,0.0
983,2023년 마곡문화의 거리 버스킹,마곡문화의거리,2023-04-29,2023-06-30,다양한 공연 및 부대행사,서울특별시 강서구,02-2600-6634,,축제기간 중 매주 금요일+토요일,서울특별시 강서구 마곡동로 3길 23 외 1곳,,0.0,0.0
984,제7회 겸재문화예술제,겸재정선미술관+어울림공원+궁산근린공원,2023-05-12,2023-05-13,전국사생대회+청소년문화예술제+체험마당 등,서울특별시 강서구,02-2659-2206,http://gjjs.or.kr/,,서울특별시 강서구 양천로47길 36 외 1곳,,0.0,0.0
985,2023년 우장산 신록 페스티벌,우장산축구장,2023-05-20,2023-05-20,체험 및 부대행사+버스킹 영화상영 등,서울특별시 강서구,02-2600-6634,,,서울특별시 강서구 우장산로10길 112,,0.0,0.0
986,강서문화예술페스티벌,아트리움,2023-06-30,2023-07-01,공연+전시 및 체험부스,서울특별시 강서구,02-2600-5890,,,서울특별시 강서구 가로공원로 195,,0.0,0.0
987,금천하모니축제 2021,금천구청 광장 일대,2023-05-12,2023-05-14,메인공연 및 주민탈춤 퍼포먼스+안양천 빛길 조성+플리마켓 등,서울특별시 금천구청+금천문화재단,02-2627-1442,https://gcfac.or.kr/content?gcfac_menu_cd=U0107,,서울특별시 금천구 시흥대로73길 70,서울특별시 금천구 시흥동 1020,37.45706565,126.8960369
988,제천국제음악영화제,제천시 일원,2023-08-10,2023-08-15,음악영화제,제천국제음악영화제집행위원회,043-646-2242,http://www.jimff.org,,충청북도 제천시 의림대로12길 14-1,충청북도 제천시 청전동 110,37.1493417,128.2160865
989,제천의병제,자양영당 등,2023-10-20,2022-10-22,의병제,제천문화원,043-642-3646,http://www.jecheoncc.or.kr,,충청북도 제천시 의림대로 125,충청북도 제천시 중앙로2가 26-1,37.13923321,128.210774
999,태백산 눈축제,태백산국립공원+황지연못 일원,2023-01-01,2023-01-01,눈조각대회+눈꽃등반대회+체험행사+공연 등,태백시문화재단,033-553-6900,http://tbcf.or.kr/,,강원도 태백시 장성1길 171,강원도 태백시장성동 169-1,37.10051315,129.0082172
1004,합천기록문화축제,대장경테마파크,2023-10-21,2023-11-05,전시 및 공연 등 기록문화를 느낄 수 있는 축제,경상남도 합천군청,055-930-4697,https://www.hc.go.kr/06573/08250.web,,경상남도 합천군 가야면 가야산로 1160,경상남도 합천군 가야면 야천리 943,35.76749785,128.1365362
1005,충주DIVE페스티벌,충주탄금호국제조정경기장~중앙탑공원 일원,2023-06-15,2023-06-18,수상불꽃+뮤직페스티벌+드론쇼+키즈파크 운영,충청북도 충주시청,043-851-7981,www.cjlake.kr,,충청북도 충주시 중앙로 128,충청북도 충주시 성내동 215,36.97061868,127.9372208
1008,한림공원 수선화축제,제주한림공원,2023-01-21,2023-02-19,제주 한림공원에서는 2023년 1월 21일(토)부터 2023년 2월 19일(일)까지 제12회 한림공원 수선화축제가 열린다.,제주한림공원,064-796-0001,www.hallimpark.com,,제주특별자치도 제주시 한림읍 한림로 300,,33.390213,126.2396912
1016,정선아리랑제,강원도 정선군 정선읍 아라리공원,2023-09-14,2023-09-17,강원도 무형문화재 제1호인 정선아리랑의 전승보존 및 계승,강원도 정선군청,033-563-2646,www.arirangfestival.kr,,강원도 정선군 정선읍 봉양3길 17,강원도 정선군 정선읍 봉양리 253-1,37.38024298,128.6602287
1017,곡성세계장미축제,섬진강기차마을,2023-05-20,2023-05-29,세계 유명 장미로 이뤄진 공원에서 다양한 공연과 이벤트 개최,전라남도 곡성군청,061-360-8471,www.gokseong.go.kr,,전라남도 곡성군 오곡면 기차마을로 232,전라남도 곡성군 오곡면 오지리 770-5,0.0,0.0
1018,곡성아이스크림페스티벌,레저문화센터,2023-07-14,2023-07-16,전국 최초 아이스크림을 테마로 한 피서형 페스티벌,전라남도 곡성군청,061-360-8471,www.gokseong.go.kr,,전라남도 곡성군 곡성읍 곡성로 855,전라남도 곡성군 곡성읍 읍내리 254,0.0,0.0
1019,곡성심청어린이대축제,섬진강기차마을,2023-10-06,2023-10-09,어린이 중심 콘텐츠로 캐릭터 공연과 가족형 이벤트 개최,전라남도 곡성군청,061-360-8471,www.gokseong.go.kr,,전라남도 곡성군 오곡면 기차마을로 233,전라남도 곡성군 오곡면 오지리 770-5,0.0,0.0
1022,광주왕실도자기축제,곤지암도자공원 일원,2023-05-04,2023-05-14,광주왕실도자기,경기도 광주시 체육관광과,031-760-1729,,,경기도 광주시 곤지암읍 경충대로 727,경기도 광주시 곤지암읍 삼리 72-1번지,37.35027997,127.3347904
1033,2023하동세계차엑스포,하동군 적량면 하동스포츠파크+하동군 화개면 하동야생차문화축제장,2023-05-04,2023-06-03,전시+교역+이벤트+체험+교육+여가+관광(다원+다실 등),경상남도청+경상남도 하동군청,055-880-7023,https://www.hadongt.co.kr/,,경상남도 하동군 적량면 공설운동장로 207 일원 + 경상남도 하동군 화개면 쌍계로 571-25,,0.0,0.0
1034,제1회 도농 어울림 축제,동탄여울공원,2023-09-23,2023-09-24,농업문화체험+직거래 장터,경기도 화성시,031-5189-6335,,,,경기도 화성시 오산동 1060,0.0,0.0
1035,제24회 화성 효 마라톤 대회,화성종합경기타운,2023-10-07,2023-10-07,마라톤 대회,경기도 화성시,031-5189-6193,,,경기도 화성시 향남읍 향남로 470,경기도 화성시 향남읍 도이리 668번지,37.13754375,126.9242565
1036,정조 효 문화제 및 정조대왕 능행차 공동재현,융건릉 일원,2023-10-08,2023-10-09,영우원 천장 재현+을묘년 원행 재현+현륭원 제향 등,경기도 화성시,031-5189-3835,http://www.정조효문화제.com/,,,경기도 화성시 안녕동 187-39,37.21170324,126.9897651
1037,2023 화성시민 한마음 체육대회,화성종합경기타운,2023-10-14,2023-10-15,종목별 대회,경기도 화성시,031-5189-6193,,,경기도 화성시 향남읍 향남로 470,경기도 화성시 향남읍 도이리 668번지,37.13754375,126.9242565
1038,2023 화성 학생동아리 축제,동탄센트럴파크 일원,2023-10-21,2023-10-21,초중고 학생동아리 공연+전시 및 체험부스 운영,경기도 화성시,031-898-8440,http://www.hsscf.kr/,,경기도 화성시 동탄공원로2길 22,경기도 화성시 반송동 59번지,37.20563857,127.0635805
1039,화성 루나 빛 축제,동탄호수공원,2023-10-28,2023-10-28,빛 조형물 및 포도존+루나쇼+문화공연 등,경기도 화성시,031-5189-3835,,,,경기도 화성시 송동 54-1번지,0.0,0.0
1040,황룡강 가을꽃축제,황룡강변 일원,2023-10-07,2023-10-15,공연+체험+판매행사 등,전라남도 장성군,061-390-7240,https://www.jangseong.go.kr/home/tour_new/festival/festival_04/festival_04_04,황룡강,,전라남도 장성군 장성읍 기산리 461-1,35.30951048,126.7815062
1047,여르미오페스티벌,안산문화예술의전당 야외 광장 일대,2023-08-19,2023-08-19,대중예술축제,안산문화재단,031-481-4030,https://www.ansanart.com/index.do,,경기도 안산시 단원구 화랑로 312,경기도 안산시 단원구 고잔동 817,37.318426,126.823108
1048,전포커피축제,전포카페거리 일원,2023-10-13,2023-10-15,전포 코오피 스쿨+아바타투어 등 부산진구 SNS를 활용한 다양한 체험+이벤트 프로그램 운영,부산광역시 부산진구청,051-605-4524,https://www.busanjin.go.kr/index.busanjin?menuCd=DOM_000001003003006000,,부산광역시 부산진구 동천로 92(전포동),부산광역시 부산진구 전포동 668-1,35.1570356,129.0630291
1049,부산 희망 드림 빛축제,서면1번가 일원,2023-10-13,2024-01-31,테마별 빛 시설물 조성 + 문화예술 프로그램 운영,부산광역시 부산진구청,051-605-4522,https://www.busanjin.go.kr/index.busanjin?menuCd=DOM_000001003003007000,,부산광역시 부산진구 시민공원로30 (범전동),부산광역시 부산진구 부암동 666-16,35.16283064,129.053188
1050,금산인삼축제,금산인삼관 광장 및 인삼약초시장 일원,2023-10-06,2023-10-15,ㅇ인삼캐기 체험+인삼약초체험+생활건강 체험 등 건강 체험관 운영+국제인삼교역전+인삼생활관+축제 40주년 기념 금산인삼 시대별 콘텐츠 구성 응답하라 1981 등,충청남도 금산군,041-750-2303,http://www.insamfestival.co.kr/,,충청남도 금산군 금산읍 인삼광장로 30,충청남도 금산군 금산읍 신대리 392,36.1000256,127.5007304
1075,하동 섬진강문화재첩축제,하동읍 송림공원 및 섬진강변 일원,2023-07-28,2023-07-30,"섬진강의 문화, 하동재첩, 축제를 결합한 종합 관광, 산업 축제의 가능성을 제시한 대한민국 대표 여름축제로 매년 7월경 하동읍 송림공원과 섬진강에서 개최되는 축제이며, 정부지정 유망축제이다",(사)하동섬진강문화재첩축제추진위원회,055-880-2450,https://www.hadong.go.kr/02641/02652/02812.web,,경상남도 하동군 하동읍 섬진강대로 2107-8,,0.0,0.0
1077,회남재 숲길걷기,청암면 삼성궁 주차장 옆,2023-10-28,2023-10-28,매년 10월말에 개최되는 우리나라 걷기 여행 축제의 대표 주자로 지리산의 가을풍경과 생태 숲길의 산림욕으로 위로와 힐링의 시간을 만끽할 수 있다,서경방송,055-880-2051,https://www.hadong.go.kr/02641/02652/02820.web,,경상남도 하동군 청암면 삼성궁길 86-15,,0.0,0.0
1090,화개장터 벚꽃축제,하동군 화개면 그린나래광장,2023-03-31,2023-04-02,꽃샘추위가 끝나고 4월로 접어들면 전라도와 경상도를 경계로 하는 화개에는 그 좋은 벚꽃이 십리에 날려 화사하게 봄을 재촉한다 눈처럼 하얀 벚꽃은 섬진청류와 화개동천 25km를 아름답게 수놓아 화사한 볼거리 제공하며 다채로운 문화행사도 펼쳐진다,화개면 청년회,055-880-2051,https://www.hadong.go.kr/02641/02652/02807.web,,경상남도 하동군 화개면 쌍계로 71-9,,0.0,0.0
1091,하동 야생차문화축제,하동군 화개면 일대,2023-05-04,2023-06-03,천 년의 역사를 지닌 우리나라 최초의 차 시배지에서 매년 개최되는 정부지정 명예 문화관광축제이다. 녹음이 우거지는 5월의 야생차축제에서 왕의 녹차의 맛과 향을 느끼며 휴식과 여유의 시간을 즐길 수 있다.,(사)하동야생차문화축제조직위원회,055-880-2734,https://www.hadong.go.kr/02641/02652/02809.web,,경상남도 하동군 화개면 화개면 쌍계로 571-25,,0.0,0.0
1092,하동 북천 꽃 양귀비 축제,하동군 북천면 직전리 꽃단지 일원,2023-05-13,2023-05-22,동계 경관작물로 꽃양귀비를 전국 최대 면적으로 식재하며 경관보전직불제 사업과 연계하여 농촌경관을 활용하는 농촌 체험 관광형 축제로 시골간이역에 레일바이크를 타고 꽃밭이 가득한 고향역에 대한 향수와 농촌의 낭만을 만끽할 수 있다.,하동북천코스모스메밀꽃 영농조합법인,055-884-1235,https://www.hadong.go.kr/02641/02652/02810.web,,경상남도 하동군 북천면 경서대로 2446-6,,0.0,0.0
1095,용전들노래 가을걷이 한마당,용전동 용전마을 일원,2023-10-01,2023-10-31,용전들노래재현+체험마당 공연 등,광주광역시 북구청+광주광역시,062-410-8369,https://bukgu.gwangju.kr/board.es?mid=a10201110000&bid=0315,,광주광역시 북구 용전마을길 42(용전동),광주광역시 북구 용전동 171-3,35.23893658,126.8973084
1097,홍성역사인물축제,홍주읍성 일원,2023-05-05,2023-05-06,역사인물관련 체험 및 공연 등,(재)홍주문화관광재단,041-634-8706,https://hongju.or.kr/home/content.do?menu_cd=000023,홍주읍성,충청남도 홍성군 홍성읍 아문길 27,충청남도 홍성군 홍성읍 오관리 98,36.60172104,126.6613892
1106,강진청자축제,대구면 고려청자요지 일원,2023-02-23,2023-03-01,1000년전 청자문화를 꽃피웠던 청자의 고장 강진에서 불과 빛을 주제로 하는 도예 체험으로 강진청자의 아름다움과 섬세함을 느껴볼 수 있는 겨울축제,전라남도 강진군,061-430-3352,http://www.gangjin.go.kr/culture/,,전라남도 강진군 대구면 청자촌길 33,전라남도 강진군 대구면 사당리 127,34.50866041,126.8008375
1111,양양 송이&연어축제,양양남대천 둔치 및 부대행사장,2023-10-04,2023-10-08,"송이 및 연어 홍보부스, 부대행사",양양문화재단,033-671-3803,https://tour.yangyang.go.kr,,,강원도 양양군 양양읍 남문리 226-2,38.07312233,128.6241919
1113,황매산 억새 축제,황매산군립공원,2023-10-14,2023-10-29,황매산 억새를 즐기는 축제,경상남도 합천군청,055-930-4753,http://www.hwangmaesan.kr,,경상남도 합천군 가회면 황매산공원길 4,경상남도 합천군 가회면 둔내리 1319,35.48184913,128.0037495
1124,합천벚꽃마라톤대회,백리벚꽃길 코스,2023-04-02,2023-04-02,벚꽃길에서 펼쳐지는 달리미들의 대향연,경상남도 합천군청,055-930-4943,https://www.hc.go.kr/06573/06623/06624.web,,경상남도 합천군 대병면 합천호수로 197,경상남도 합천군 대병면 회양리 1603-1,35.531585,128.0295197
1125,황매산 철쭉제,황매산군립공원,2023-04-29,2023-05-14,황매산 철쭉을 즐기는 축제,경상남도 합천군청,055-930-4753,http://www.hwangmaesan.kr,,경상남도 합천군 가회면 황매산공원길 4,경상남도 합천군 가회면 둔내리 1319,35.48184913,128.0037495
1126,합천바캉스축제,정양레포츠공원,2023-07-29,2023-08-06,전국에서 가장 HOT한 합천에서 가족과 함께하는 바캉스,경상남도 합천군청,055-930-4666,http://www.hcvacance.kr/,,경상남도 합천군 대양면 동부로 39-19,경상남도 합천군 대양면 정양리 613-2,35.5573152,128.1675442
1129,2023 구리 유채꽃 한강예술제,구리한강 시민공원,2023-05-12,2023-05-14,무대공연+체험부스운영+먹거리 체험+꽃 관람,경기도 구리시청,031-550-2065,http://www.guri.go.kr,,경기도 구리시 코스모스길14번길 249(토평동),경기도 구리시 토평동 810,37.574478,127.132863
1130,제18회 남해 마늘한우 축제,남해유배문학관,2023-06-15,2023-06-18,남해 마늘 한우 판매,남해 마늘한우 축제추진위원회,055-860-3908,http://tour.namhae.go.kr/main.web,,경상남도 남해군 남해읍 남해대로 2745,경상남도 남해군 남해읍 남변리 555,0.0,0.0
1131,남해읍 선소마을 전어축제,선소항 위판장,2023-08-04,2023-08-05,전어 판매(먹거리 및 활어),선소마을회,055-860-8005,http://tour.namhae.go.kr/main.web,,경상남도 남해군 남해읍 선소리 3-13,경상남도 남해군 남해읍 선소리 3-13,0.0,0.0
1132,제14회 화성시 가족사랑축제,동탄호수공원,2023-05-13,2023-05-13,공개방송+시민 참여 프로그램+체험 부스,경기도 화성시,031-290-4626,https://www.hcf.or.kr,,,경기도 화성시 송동 54-1번지,37.256791,127.152995
1133,제13회 화성 뱃놀이 축제,전곡항+제부도,2023-06-09,2023-06-11,해양레저 체험+야간공연,경기도 화성시,031-5189-6136,http://hs-boatingfestival.com/,,경기도 화성시 서신면 전곡항로 21,경기도 화성시 서신면 전곡리 974번지,37.186718,126.6524994
1134,제9회 화성송산포도축제,궁평항,2023-09-02,2023-09-03,포도 체험+직거래 장터,경기도 화성시,031-5189-6441,,,경기도 화성시 서신면 궁평항로 1049-24,경기도 화성시 서신면 궁평리 689번지,37.11602908,126.6812748
1147,명품콘서트,분당 중앙공원 야외공연장,2023-04-01,2023-05-31,순수예술공연 2회,경기도 성남문화재단 융합콘텐츠기획팀,,,,경기도 성남시 분당구 성남대로 550,경기도 성남시 분당구 수내동 65,0.0,0.0
1148,제1회 도촌 봄봄맞이길 벚꽃축제,도촌북로 일대,2023-04-08,2023-04-08,주민들의 화합을 위한 벚꽃축제 개최,제1회 도촌 봄봄맞이길 벚꽃축제 추진위원회+도촌종합사회복지관+도촌동 유관단체,,,,경기도 성남시 중원구 도촌북로 28,,0.0,0.0
1149,제17회 벌터산한마당축제,수진공원,2023-04-08,2023-04-08,공연+전시+먹거리마당,제17회 벌터산한마당축제추진위원회,,,,경기도 성남시 수정구 성남대로 1204,,0.0,0.0
1150,양양문화제,양양남대천 둔치 및 부대행사장,2023-06-08,2023-06-10,2023년 양양문화제,양양문화제위원회,033-670-2795,https://tour.yangyang.go.kr,,,강원도 양양군 양양읍 남문리 226-2,38.07312233,128.6241919
1152,제19회 진안고원 운장산 고로쇠축제,주천면 운일암반일암 삼거광장,2023-03-11,2023-03-12,고로쇠 관련 체험+고로쇠 판매 등,전라북도 진안군,063-430-2393,https://www.jinan.go.kr/festival/,,,전라북도 진안군 주천면 대불리 75-1,35.98388102,127.3882948
1153,제13회 진안고원 수박축제,동향면 체련공원 일원,2023-07-29,2023-07-30,수박왕 선발대회+수박판매 등,전라북도 진안군,063-430-2393,https://www.jinan.go.kr/festival/,,전라북도 진안군 동향면 진성로 1687,전라북도 진안군 동향면 능금리 2198-2,35.84147374,127.5747111
1154,2023 진안홍삼축제,마이산 북부일원,2023-09-22,2023-09-24,"홍삼, 수삼판매+홍삼관련체험+문화공연 등",전라북도 진안군,063-430-2392,https://www.jinan.go.kr/festival/,,전라북도 진안군 진안읍 마이산로 160,전라북도 진안군 진안읍 단양리 778,35.773251,127.4162559
1165,천안흥타령춤축제,삼거리공원,2023-10-05,2022-10-09,춤경연대회(전국춤경연대회+국제춤 대회+거리퍼레이드 등)+전시홍보 부스운영(중소기업제품판매+천안 농산물 홍보 및 체험한마당 등)+부대체험행사,천안문화재단,041-900-7020,,,충청남도 천안시 서북구 번영로 208,,36.8190982,127.1132992
1170,2023 통영한산대첩축제,통영 삼도수군통제영 및 통영시 일원,2023-08-03,2023-08-12,고유제+군점+이순신장군 행렬+한산대첩 재현+학술발표회+통제영무과 체험마당,경상남도 통영시,055-650-4532,https://tyhansancf.or.kr/,,경상남도 통영시 세병로 27(문화동),경상남도 통영시 문화동 62,34.84715495,128.423489
1172,서편제보성소리축제,보성문화예술회관 일원,2023-04-29,2023-05-01,판소리+고수 경연 대회,서편제보성소리축제추진위원회,,,,전라남도 보성군 보성읍 송재로 281-9,,0.0,0.0
1173,벌교꼬막축제,벌교읍천변 일원,2023-10-27,2023-10-29,지역 농특산물 판매 및 체험 전시행사,벌교꼬막추진위원회,,,,,전라남도 보성군 벌교읍 회정리 663-1,0.0,0.0
1176,2023 군산시간여행축제,시간여행마을 일원,2023-10-06,2023-10-09,근대를 축으로 한 시간여행축제,전라북도 군산시,063-454-3302,http://festival.gunsan.go.kr/,주변관광지 : 군산근대역사박물관+초원사진관+동국사 등,전라북도 군산시 중앙로 178,전라북도 군산시 중앙로1가 11-1,35.98772627,126.711725
1177,울산쇠부리축제,달천철장 일원,2023-05-12,2023-05-14,체험+전시+학술,울산광역시 북구청,052-293-3500,www.soeburi.org,,울산광역시 북구 달천철장길 58,울산광역시 북구 달천동 1-7,35.63421726,129.3289893
1178,크리스마스 마켓,원동구도심상가,2023-11-20,2023-12-24,지역 주민들의 화합과 지역경제 활성화를 위한 겨울 축제,오산시 문화예술과,031-8036-7614,https://www.osan.go.kr/main.do,,경기도 오산시 원동로37번길 37-1,경기도 오산시 원동 794,37.145359,127.070236
1179,제27회 부천국제판타스틱영화제,부천시청 일원,2023-06-29,2023-07-09,개폐막식+영화상영+문화행사 등,(사)부천국제판타스틱영화제조직위원회,032-327-6313,http://www.bifan.kr,,경기도 부천시 길주로 210,경기도 부천시 중동 1156,37.50358247,126.765337
1180,제4회 양평부추축제,양동역 일원,2023-09-16,2023-09-17,양동면의 특산품인 부추로 다양한 음식과 더불어 을미의병 발상지로서 의병출정식 등 행사,양평부추축제추진위원회,031-774-3253,,,경기도 양평군 양동면 양동역길 19,경기도 양평군 양동면 쌍학리 223-2,37.42030404,127.7544833
1181,2023년 울산공업축제,태화강국가정원+남구둔치 일원,2023-06-01,2023-06-04,"울산의 과거와 현재, 미래를 보여주고 산업도시 울산의 정체성을 나타내는 울산의 대표축제",울산광역시,052-259-2728,http://www.울산공업축제.kr,,,울산광역시 남구 신정동 1513,35.55056694,129.3077348
1182,울산옹기축제,외고산 옹기마을 일원,2023-05-05,2023-05-07,국내 유일의 옹기특화 축제,울산광역시 울주군청,052-204-0355,https://www.onggi.or.kr/,,,울산광역시 울주군 온양읍 고산리 512-4,35.43299143,129.2784466
1183,간절곶 해맞이 축제,울주군 서생면 간절곶 공원 일원,2023-12-31,2024-01-01,간절곶은 새해 한반도 육지부에서 해가 가장 먼저 뜨는 곳으로 매년 축제 때 마다 전국에서 관광객들이 방문한다.,울산광역시 울주군청,052-204-0315,https://www.ucf.or.kr:478/culturearts/festival_01.html,,울산광역시 울주군 서생면 간절곶1길 39-2,,35.3589245,129.3602963
1184,울산쇠부리축제,달천철장 일원,2023-05-12,2023-05-14,한반도 최초의 철산지 달천철장에서 펼처지는 철문화축제,울산광역시 북구청,052-293-3500,http://www.soeburi.org/,,울산광역시 북구 달천철장길 58,울산광역시 북구 달천동 1-7,35.63424081,129.3289893
1185,울산고래축제,장생포 고래문화특구 일원,2023-05-11,2023-05-14,"고래문화를 계승하고 보전하기 위해, 고래의 본고장 울산에서 열리는 힐링 페스티벌",울산광역시 남구청,052-226-1999,http://www.ulsanwhale.com,,울산광역시 남구 장생포고래로 244,,35.5027537,129.38079
1186,궁거랑 벚꽃 한마당,남구 무거생태하천 일원,2023-04-01,2023-04-02,울산광역시 남구 삼호동 무거생태하천에서 매년 3~4월에 개최하는 문화 행사,울산제일일보,052-226-5412,https://www.ulsannamgu.go.kr/tour/board/tourFestival2/152798/view.do,,울산광역시 남구 삼호로 15,,35.5500212,129.266004
1187,태화강 국가정원 봄꽃축제,태화강 국가정원,2023-05-19,2023-05-21,6천만 송이 봄꽃 물결과 함께하는 태화강 국가정원 봄꽃 전시,울산광역시,052-229-7561,https://www.ulsan.go.kr/s/garden/main.ulsan,,울산광역시 중구 태화강국가정원길 154,울산광역시 중구 태화동 667,35.548823,129.291263
1193,2023 서귀포유채꽃축제,가시리 유채꽃광장 일대,2023-03-31,2023-04-02,가시리 명소탐방,제주특별자치도 서귀포시,064-760-3946,http://www.jejuflowerfestival.com/,,제주특별자치도 서귀포시 표선면 녹산로 381-15,제주특별자치도 서귀포시 표선면 가시리 3149-33,33.383096,126.736285
1194,제25회 서귀포유채꽃국제걷기대회,제주월드컵경기장 광장 및 서귀포시 일원,2023-03-25,2023-03-26,유채꽃 걷기 대회,제주특별자치도 서귀포시+(사)한국체육진흥회,064-760-3320,https://cafe.daum.net/seogwipo-walking,,제주특별자치도 서귀포시 월드컵로 33,제주특별자치도 서귀포시 월드컵로 33,33.246219,126.509275
1195,문경찻사발축제,문경새재 오픈세트장,2023-04-29,2023-05-07,"전시행사 : 도예명장 특별전, 국제 교류전, 문경도자기 한상 차림전 등체험행사 : 찻사발 빚기·그리기, 찻사발원픽패스, 황금찻사발 찾기 등특별행사 : 생활자기·명품도자기 경매, 아름다운 찻자리, 사기장의 하루 등",경상북도 문경시청,054-550-6395,http://www.sabal21.com,,경상북도 문경시 문경읍 새재로 1037,경상북도 문경시 문경읍 상초리 72,36.77071342,128.0739524
1199,2023청도소싸움축제,청도소싸움경기장,2023-04-14,2023-04-16,전통소싸움대회 및 공연행사,청도소싸움축제추진위원회,054-370-6376,http://www.청도소싸움.kr,,경상북도 청도군 화양읍 남성현로 348,경상북도 청도군 화양읍 삼신리 693-2,35.6867346,128.7251449
1200,제15회 청도유등제,청도천둔치,2023-06-03,2022-06-03,유등 점등 및 무대+체험+전시 행사 등,청도유등제봉행위원회,054-372-6534,https://www.cheongdo.go.kr/open.content/tour/festival/others/,,,경상북도 청도군 화양읍 송북리 98-3,35.65498121,128.7372391
1201,2023청도반시축제,청도야외공연장,2023-10-13,2023-10-15,청도반시전시판매행사 및 공연,청도반시축제추진위원회,054-370-6376,http://www.청도반시축제.kr,,경상북도 청도군 화양읍 청려로 1846,경상북도 청도군 화양읍 동천리 457,35.64838523,128.7186823
