,축제명,개최장소,축제시작일자,축제종료일자,축제내용,주최기관,전화번호,주소,위도,경도
935,제13회 옥천참옻축제,옥천향수공원 일원,2023-04-29,2023-04-30,옻순판매+옻음식경연대회+공연 등,충청북도 옥천군청,043-730-3594,충청북도 옥천군 옥천읍 중앙로 131,36.30827363,127.5729751
926,제13회 양평 용문산 산나물축제,용문산관광지일대,2023-04-28,2023-04-30,"산나물의 맛과 향기를 느낄수 있는 신나는 공연, 즐거운 체험과 전+산나물 요리 등 다채로운 축제",경기도 양평군청,031-770-1072,경기도 양평군 용문면 용문산로 782,37.55023222,127.5704646
636,여수여자만갯벌노을체험행사,소라면 해넘이길 일원(사곡),2023-09-16,2023-09-17,대나무망둥어낚시+개매기+바지락캐기+맨손고기잡이+가족사랑걷기체험+노을가요제,전라남도 여수시청,061-659-4744,전라남도 여수시 소라면 서부로 785-24,34.7902433,127.5679754
1236,지리산 바래봉 눈꽃축제,지리산허브밸리 일원,2022-12-25,2023-02-12,눈꽃 겨울 캠핑체험+농특산품 홍보 등,전라북도 남원시 운봉읍,063-635-0301,전라북도 남원시 운봉읍 바래봉길 214,35.43509151,127.5486169
1239,지리산 바래봉 철쭉제,지리산허브밸리 일원,2023-04-22,2023-05-21,산신제+바래봉 철쭉+지역 농특산품 홍보 등,전라북도 남원시 운봉읍,063-635-0301,전라북도 남원시 운봉읍 바래봉길 214,35.43509151,127.5486169
925,제20회 양평 산수유 한우 축제,개군레포츠공원,2023-04-01,2023-04-02,노랑 산수유 꽃이 필 4월 주읍리 등 마을길을 걷고 개군한우를 먹으며 즐길수 있는 축제,양평산수유축제추진위원회,031-770-3342,경기도 양평군 개군면 자진개1길 83,37.43277374,127.5313533
819,자라섬 국제재즈페스티벌,가평읍 읍내리 자라섬 일대,2023-10-07,2023-10-09,재즈공연+전시 및 체험+먹거리,(사)자라섬청소년재즈센터,031-581-2813,경기도 가평군 가평읍 자라섬로 60,37.8208975,127.5210451
932,고흥 우주항공 축제,"나로우주센터, 국립청소년우주센터 일원(2020~2021년 코로나19로 미실시)",2019-05-03,2019-05-05,"발사현장견학, 야외 우주과학체험",고흥군,061-830-5305,전라남도 고흥군 봉래면 하반로 490,34.45357843,127.5181524
415,장수 한우랑 사과랑 축제,전라북도 장수군 의암공원 및 누리파크 일원,2022-10-27,2022-10-30,대표프로그램 등 7개분야 70여개 프로그램,전라북도 장수군,063-350-2356,전라북도 장수군 장수읍 한누리로 393,35.6411154,127.5181094
4,금산인삼축제,금산인삼관 광장 및 인삼약초시장 일원,2022-09-30,2022-10-23,ㅇ인삼캐기 체험+인삼약초체험+생활건강 체험 등 건강 체험관 운영+국제인삼교역전+인삼생활관+축제 40주년 기념 금산인삼 시대별 콘텐츠 구성 응답하라 1981 등,충청남도 금산군,041-750-4144,충청남도 금산군 금산읍 인삼광장로 30,36.1000256,127.5007304
817,금산삼계탕축제,금산인삼관 광장 일원,2023-07-07,2023-07-09,ㅇ삼계탕 사연 공모+먹방 콘테스트+라이브 커머스+쉐프 요리쇼+삼계탕 요리경연대회+대형 가마솥 요리 시연+가족 단위 물놀이 행사 등,충청남도 금산군,041-750-2303,충청남도 금산군 금산읍 인삼광장로 30,36.1000256,127.5007304
1050,금산인삼축제,금산인삼관 광장 및 인삼약초시장 일원,2023-10-06,2023-10-15,ㅇ인삼캐기 체험+인삼약초체험+생활건강 체험 등 건강 체험관 운영+국제인삼교역전+인삼생활관+축제 40주년 기념 금산인삼 시대별 콘텐츠 구성 응답하라 1981 등,충청남도 금산군,041-750-2303,충청남도 금산군 금산읍 인삼광장로 30,36.1000256,127.5007304
578,제3회 대청호 벚꽃축제,대전광역시 동구 신상동 282번지 일원,2021-03-27,2021-04-18,벚꽃길 드라이브스루(벚꽃관람+랜선 트롯가요제+벚꽃길 체험영상),대전광역시 동구청,042-251-6686,대전광역시 동구 신상동 282,36.35359044,127.4980431
579,제4회 대청호 벚꽃축제,대전광역시 동구 신상동 282번지 일원,2022-04-08,2022-04-10,벚꽃 아트길+온라인 공연+경연대회,대전광역시 동구청,042-251-6686,대전광역시 동구 신상동 282,36.35359044,127.4980431
580,제5회 대청호 벚꽃축제,대전광역시 동구 신상동 282번지 일원,2023-04-07,2023-04-09,벚꽃콘서트+경연대회+푸드트럭+체험프로그램 등,대전광역시 동구청,042-251-6686,대전광역시 동구 신상동 282,36.35359044,127.4980431
745,제1회 대청호 벚꽃축제,대전광역시 동구 신상동 282번지 일원,2019-04-05,2019-04-07,벚꽃축제+벚꽃가요제+벚꽃길 걷기대회 등,대전광역시 동구청,042-251-6686,대전광역시 동구 신상동 282,36.35359044,127.4980431
746,제2회 대청호 벚꽃축제,대전광역시 동구 신상동 282번지 일원,2020-04-03,2020-04-12,벚꽃길 경관조명 설치+드라이브스루 벚꽃 구경,대전광역시 동구청,042-251-6686,대전광역시 동구 신상동 282,36.35359044,127.4980431
239,2020 화엄음악제,화엄사 경내 일원,2020-10-09,2020-10-11,"○ 영성음악제, 화엄콘서트, 서예전시, 요가명상수련 등",화엄사,061-780-2431,전라남도 구례군 마산면 화엄사로 539,35.25731602,127.4977197
308,농다리 축제,충청북도 진천군 문백면 농다리 일원,2023-05-26,2023-05-28,문화예술공연+견지 낚시 대회+관련 체험 프로그램,진천문화원,043-539-3602,충청북도 진천군 문백면 구곡리 601-32,36.8286135,127.4946879
1265,생거진천농다리축제,농다리 일원,2023-05-26,2023-05-28,상여다리 건너기+농다리 놓기 재연+농사철 다리밟기+농다리 씨름대회 등,진천문화원,043-539-3603,충청북도 진천군 문백면 농다리로 1032-11,36.82909824,127.4908257
1258,청남대 영춘제,청남대 일원,2023-04-22,2023-05-07,문화예술공연+미술작품 기획전+푸드존+와인페스티벌+지역특산물 홍보 판매장 등,충청북도,043-257-5080,충청북도 청주시 상당구 문의면 청남대길 646,36.4622489,127.490095
244,구민화합대잔치,대청공원 동편광장,2022-10-01,2022-10-01,체육경기+골든벨퀴즈+화합공연 등,대전광역시 대덕구,042-608-6593,대전광역시 대덕구 미호동 43,36.47378332,127.476024
243,생태캠핑 페스티벌,대청공원 서편,2022-09-16,2022-09-16,생태 속에서 즐기는 음악 캠핑,대전광역시 대덕구,042-608-6735,대전광역시 대덕구 대청로 607,36.47362538,127.4735679
552,대청호대덕뮤직패스티벌,대청공원 일원,2022-09-16,2022-09-18,전국청소년 가요제+뮤직페스티벌 등,대전광역시 대덕구,042-608-6732,대전광역시 대덕구 대청로 607,36.47362538,127.4735679
554,대청호가그린영화제,대청공원 일원,2022-09-30,2022-10-02,개·폐막식(시상식 포함)+후보작상영회 등,대전광역시 대덕구,042-608-6732,대전광역시 대덕구 대청로 607,36.47362538,127.4735679
669,제21회 구례산수유꽃축제,산동면 지리산온천관광지 일원,2020-03-14,2020-03-22,"○ 주제프로그램 : 산수유꽃길따라 봄마중○ 산수유꽃 테마 체험프로그램 운영   - 산수유떡만들기체험경연 등○ 개막기획공연,영원불변의하트지남기기,작은 음악회 등○ 농특산품 판매, 향토음식점, 홍보관 운영 등",구례군,061-780-2390,전라남도 구례군 산동면 상관1길 45,35.31961167,127.4702903
1029,산수유오감만족페스티벌,산동면 지리산온천관광지 일원,2020-11-07,2020-11-08,"○ 공연행사 : 개막공연, 구례힐링콘서트, 나도트롯스타○ 기획행사 : 씨앗의방주영구보관식, 산수유농업학교 등○ 주제행사 : 산수유산업화연구개발 품평회, 음식경연대회 등○ 체험전시행사 : 산수유열매체험, 농특산물 직거래장터 등○ 연계행사 : 지리산베이스캠프체험행사, 구례콩장, 버스킹 공연 등",구례군,061-780-2390,전라남도 구례군 산동면 상관1길 45,35.31961167,127.4702903
670,제16회 구례섬진강벚꽃축제,문척면 죽마리 섬진강변 일원,2020-03-28,2020-03-29,"○ 대표프로그램 : ?떤?길 걷기○ 개막축하공연, 노래자랑 등○ 농특산품 판매, 향토음식점, 군홍보관 운영 등",구례군,061-780-2255,전라남도 구례군 문척면 죽연1길 67,35.18308654,127.4700988
240,구례동편소리축제,서시천체육공원 일원,2020-10-09,2020-10-11,"○ 대표프로그램 : 개막공연, 국악공연, 송만갑판소리고수대회 ○ 농특산품 판매, 향토음식점, 군홍보관 운영 등○ 동편제소리홍보관, 판소리배우기 등",구례군,061-780-2431,전라남도 구례군 구례읍 서시천로 76-11,35.21572405,127.468087
237,지리산남악제 및 군민의 날 행사,화엄사시설지구 및 구례공설운동장,2020-04-18,2020-04-20,"○ 대표프로그램 : 남악제례 및 행렬, 군민체육대회○ 농특산품 판매, 군 홍보관 운영 등",구례군,061-780-2431,전라남도 구례군 구례읍 서시천로 106,35.2166161,127.4668741
238,구례썸머뮤직페스티벌,구례공설운동장,2020-08-22,2020-08-23,"○ 락밴드 및 트로트 공연○ 체험 및 먹거리부스 운영 : 압화체험, 향토음식점, 홍보부스 등○ 부대행사 : 재활용놀이터, 플리마켓, 포토월 등",구례군,061-780-2390,전라남도 구례군 구례읍 서시천로 106,35.2166161,127.4668741
928,제9회 양평 워터워 페스티벌(양평 물축제),옥천면 레포츠공원 및 사탄천 일원,2023-07-28,2023-07-30,옥천면 사탄천 일대에서 가족과 함께 시원한 여름을 즐기는 축제,옥천면물축제추진위원회,031-770-3132,경기도 양평군 옥천면 옥천체육공원길 66,37.52001447,127.4561346
307,생거진천 문화축제,충청북도 진천군 진천읍 백곡천 둔치 일원,2023-10-06,2023-10-08,문화예술공연+민속경기+군민가요제,진천문화원,043-539-3602,충청북도 진천군 진천읍 백사천길 17,36.86152209,127.4420392
242,김호연재여성문화축제,동춘당역사공원 일원,2022-10-15,2022-10-15,문화공연 등,대전광역시 대덕구,042-608-6574,대전광역시 대덕구 동춘당로 80 (동춘당),36.36537889,127.4412933
553,동춘당문화제,동춘당역사공원 일원,2022-09-24,2022-09-24,문정공시호봉송행렬 등,대전광역시 대덕구,042-608-6573,대전광역시 대덕구 동춘당로 80 (동춘당),36.36537889,127.4412933
630,제5회 진안고원 가족공동체 김장문화축제,진안고원시장,2023-11-18,2023-11-19,우리집 김치담그기+사랑의 김장나눔 등,전라북도 진안군,063-430-2393,전라북도 진안군 진안읍 시장길 8-17,35.79268309,127.4284281
493,설봉산별빛축제,설봉공원야외대공연장,2022-07-09,2022-08-06,대중예술공연(총5회공연),경기도 이천시,031-634-7300,경기도 이천시 경충대로2697번길 304,37.27792699,127.425921
1094,죽주대고려문화축제,죽산면 동안성시민복지센터 일원,2022-09-09,2022-09-10,송문주 장문 대몽항쟁 역사 및 축제 발전방향 심포지엄+콘서트 및 지역주민 장기자랑 등,죽주대고려문화축제위원회,031-678-3912,경기도 안성시 죽산면 남부길 60,37.07467485,127.4244564
12,진안홍삼축제,마이산 북부일원,2022-10-07,2022-10-10,홍삼판매 및 문화공연,전라북도 진안군,063-430-2392,전라북도 진안군 진안읍 마이산로 160,35.773251,127.4162559
1154,2023 진안홍삼축제,마이산 북부일원,2023-09-22,2023-09-24,"홍삼, 수삼판매+홍삼관련체험+문화공연 등",전라북도 진안군,063-430-2392,전라북도 진안군 진안읍 마이산로 160,35.773251,127.4162559
631,2023 마이산 겨울동화축제,마이산 북부일원,2022-12-23,2022-12-25,겨울놀이터+겨울동화 포토존 등,전라북도 진안군,063-430-2393,전라북도 진안군 진안읍 단양리 778,35.77285672,127.4155512
1043,제13회 철원 화강 다슬기축제,김화생활체육공원 및 화강 일원,2019-08-01,2019-08-04,"개막행사, 황금다슬기잡기 등 체험프로그램, 축하공연 등",철원군,033-450-5255,강원도 철원군 김화읍 청양로 649,38.249835,127.4136594
681,백운계곡 뜬구름 축제,백운계곡 일대,2022-04-30,2022-05-22,장작패기+무술체험+포천쿠키만들기+레트로포토존+뜬구름빵+행운쿠기체험 등,경기도시장상군진흥원,,경기도 포천시 이동면 포화로148,38.07007473,127.4018616
1152,제19회 진안고원 운장산 고로쇠축제,주천면 운일암반일암 삼거광장,2023-03-11,2023-03-12,고로쇠 관련 체험+고로쇠 판매 등,전라북도 진안군,063-430-2393,전라북도 진안군 주천면 대불리 75-1,35.98388102,127.3882948
1241,흥부제,사랑의 광장 일원+아영면 성리 흥부묘+인월면,2022-10-07,2022-10-09,흥부마을터울림+다양한 공연 및 홍보 등,전라북도 남원시청,063-620-5772,전라북도 남원시 양림길 12,35.40248095,127.3861268
1243,한여름밤의 남원 막걸리 축제,사랑의광장,2022-09-02,2022-09-04,막걸리 퍼포먼스+막걸리 안주 시식+대중공연 등,전라북도 남원시청,063-620-6170,전라북도 남원시 양림길 12,35.40248095,127.3861268
492,이천도자기축제,이천시 신둔면 예스파크,2023-04-26,2023-05-07,도자기전시+체험,경기도 이천시,031-636-2200,경기도 이천시 신둔면 도자예술로5번길 109,37.29309775,127.385686
494,체험문화축제,예스파크,2023-04-08,2023-04-09,음식만들기+공예체험+스포츠 놀이체험,경기도 이천시,031-636-2723,경기도 이천시 신둔면 도자예술로5번길 109,37.29309775,127.385686
195,대전효문화뿌리축제,뿌리공원 및 원도심 일원,2022-10-07,2022-10-09,"효로 통하는 세상(孝通), 「효통로 1번지」, 개폐막식, 문중(문화)체험(참여)프로그램, 주제공연 및 각종 온오프라인 참여 이벤트 등",대전광역시 중구,042-606-6292,대전광역시 중구 뿌리공원로 47,36.28533721,127.3844931
923,대전효문화뿌리축제,뿌리공원 및 원도심 일원,2023-10-13,2023-10-15,개·폐막식+문중(문화)·체험(참여) 주제공연 프로그램+어린이 성씨 놀이터+각종 온·오프라인 참여 이벤트 등,대전광역시 중구청,042-606-6292,대전광역시 중구 뿌리공원로 47,36.28533721,127.3844931
683,포천 백운계곡 동장군 축제,백운계곡 일대,2022-12-24,2023-02-05,ICE BIG TREE 포토존+얼음조각작품 전시+튜브 눈썰매+송어얼음 낚시,경기도 포천시청,,경기도 포천시 이동면 화동로 2381,38.0547745,127.383869
1171,2022 대전 서구힐링 아트페스티벌,샘머리공원 및 보라매공원(서구청앞) 일원,2022-10-14,2022-10-16,아트마켓 등 6개분야 100여개 프로그램,대전광역시 서구,042-288-2742,대전광역시 서구 둔산서로 100,36.35505601,127.3833576
797,춘향제,광한루원+요천로 일원,2022-05-04,2022-05-08,"춘향제향, 춘향선발대회, 춘향국악대전, 관광지 홍보 및 다양한 공연 등",전라북도 남원시청,063-620-5785,전라북도 남원시 요천로 1447,35.40413057,127.380504
1238,제93회 춘향제,광한루원+요천로 일원,2023-05-25,2023-05-29,춘향제향+춘향선발대회+춘향국악대전+관광지 홍보+다양한 공연 등,전라북도 남원시청,063-620-5783,전라북도 남원시 요천로 1447,35.40413057,127.380504
1220,동동동화축제,예루원 마당+예촌 마당 일원,2022-12-23,2022-12-25,얼음썰매장+체험프로그램+공연 등,전라북도 남원시청,063-620-6170,전라북도 남원시 광한북로 17,35.40445064,127.3793838
1022,광주왕실도자기축제,곤지암도자공원 일원,2023-05-04,2023-05-14,광주왕실도자기,경기도 광주시 체육관광과,031-760-1729,경기도 광주시 곤지암읍 경충대로 727,37.35027997,127.3347904
891,의견문화제,오수의견공원,2022-05-05,2022-05-07,반려동물 패션쇼+반려동물 토크쇼+반려동물 참여 및 체험프로그램+반려동물 산업박람회,의견문화제전위원회,063-642-5292,전라북도 임실군 오수면 충효로 2096-16,35.54520247,127.3326779
682,억새꽃 축제,산정호수+명성산 일대,2022-10-15,2022-11-20,작은버스킹+1년 후에 받는 편지 등,경기도 포천시청+포천시문화재단,,경기도 포천시 영북면 산정호수로411번길 89,38.0688661,127.3221101
256,거문도백도은빛바다체험행사,삼산면 거문도 일원,2023-08-04,2022-08-05,길놀이+은빛가요제+맨손활어잡기+지인망끌기체험,전라남도 여수시청,061-659-4743,전라남도 여수시 삼산면 거문길 28-10,34.02575979,127.311945
108,안성맞춤 남사당 바우덕이축제,안성맞춤랜드,2022-09-30,2022-10-03,"남사당공연(비대면), 국내 전통공연(비대면), 안성랜선마켓, 경관조명 설치 운영 등",안성시,031-678-2513,경기도 안성시 보개면 남사당로 198,37.03286724,127.3078041
834,안성맞춤 남사당 바우덕이 축제,안성맞춤랜드,2023-10-06,2023-10-09,공식행사(개장식+개폐막식)+시립풍물단 상설공연+시민예술무대+바우덕이 국악콘서트+비봉산 행복산행+음악회+옛 장터 운영+농특산물 홍보판매+키즈체험프로그램+저탄소 프로그램+경관조명 운영 등,경기도 안성시,031-678-5995,경기도 안성시 보개면 남사당로 198,37.03286992,127.3078038
1044,2019 송년콘서트 및 청소년페스티벌,철원실내체육관,2019-12-16,2019-12-17,"송년콘서트, 청소년페스티벌",철원군,033-450-5255,강원도 철원군 갈말읍 갈말로 75,38.161341,127.303257
191,임실N치즈축제,임실치즈테마파크+임실치즈마을,2022-10-07,2022-10-10,국가대표 왕치즈피자 만들기+우유드림 행복드림 퍼레이드+임실N치즈페어+치즈경매,임실군,063-643-3900,전라북도 임실군 성수면 도인2길 50,35.63310329,127.3012599
889,임실N치즈축제,임실치즈테마파크+임실치즈마을,2022-10-07,2022-10-10,국가대표 왕치즈피자 만들기+우유드림 행복드림 퍼레이드+임실N치즈페어+치즈경매,전라북도 임실군,063-643-3900,전라북도 임실군 성수면 도인2길 50,35.63310329,127.3012599
890,산타축제,임실치즈테마파크,2022-12-23,2022-12-25,산타플래시몹 퍼레이드+산타를 찾아라+산타경연대회,(재)임실치즈테마파크,063-643-2300,전라북도 임실군 성수면 도인2길 50,35.63310329,127.3012599
1042,제8회 철원 한탄강 얼음트레킹,철원 한탄강 및 승일공원 일원,2020-01-18,2020-01-27,"개막행사, 얼음트레킹, 똥바람 알통구보대회 등",철원군,033-450-5255,강원도 철원군 갈말읍 내대리 550,38.188522,127.300353
1010,철원 DMZ 평화 꽃송이 축제,고석정 꽃밭,2019-09-06,2019-10-06,"세종대왕 강무행차, k-pop공연, 꽃밭 주야간 개장 등",철원군,033-450-5766,강원도 철원군 동송읍 태봉로 1799-15,38.18676153,127.2916265
725,세종조치원복숭아축제,도토리파크,2022-07-29,2022-07-30,복숭아농장수확체험복숭아품평회복숭아판매장운영문화+전시행사,세종조치원 복숭아연합 영농법인,,세종특별자치시조치원읍문예회관길22,36.5998248,127.287846
1011,DMZ피스트레인 뮤직 페스티벌,고석정+노동당사+월정리역+소이산,2019-06-05,2019-06-09,"음악공연, 무용공연, 국제컨퍼런스 등",강원도+철원군+서울시+(사)피스트레인,033-450-5092,강원도 철원군 동송읍 태봉로 1825,38.18719254,127.2878204
15,세종축제,세종호수공원,2022-10-07,2022-10-10,세종대왕의 업적과 정신인 한글·과학·음악·애민사상 등의 소재로 구성,세종특별자치시,044-850-0599,세종특별자치시 연기면 다솜로 216,36.49881773,127.270076
724,세종축제,세종호수공원,2022-10-07,2022-10-10,세종대왕의업적과정신인한글·과학·음악·애민사상등의소재로구성,세종특별자치시청,,세종특별자치시 세종 호수공원길 155(세종동 1201),36.49881773,127.270076
726,나라꽃무궁화전국축제,국립세종수목원,2021-08-13,2021-08-15,무궁화의아름다움과다양성을보여주는공연+체험+전시행사,세종특별자치시청,,세종특별자치시다솜3로66,36.50109974,127.2699735
521,춘천인형극제 문화예술교육사 실습처 문화예술 장르의 결합과 현장실습,온라인,2021-11-01,2021-11-04,문화예술교육사 실습처 문화예술 장르의 결합과 현장실습,문화체육관광부,033-242-8452,세종특별자치시 갈매로 388 정부세종청사 15동,36.497575,127.265787
835,안성맞춤 포도축제,서운면 일대 포도밭,2022-09-23,2022-09-25,포도 전시 및 직판장 운영+포도 시식+포도관련 체험+다양한 이벤트 행사+지역문화 공연+노래자랑+초청가수 공연 등,안성맞춤포도축제위원회,031-678-3732,경기도 안성시 서운면 서운중앙길 23,36.94330477,127.2595521
671,계룡군문화축제,계룡대 비상활주로 일원,2018-10-05,2018-10-09,"軍관련 공연, 전시, 체험행사 등",계룡시,042-840-2431,충청남도 계룡시 장안로 46,36.274229,127.248827
1166,입장거봉포도축제,입장거봉포도휴게소,2022-09-02,2022-09-12,입장거봉포도 휴게소 내 드라이브스루 시식코너+판매장 운영,입장거봉포도축제추진위원회,041-521-6847,충청남도 천안시 서북구 입장면 하장4길 19,36.91362961,127.2197586
299,연산대추축제,연산면 전통시장 일원,2022-10-21,2022-10-23,연산대추 우수성 홍보,연산대추축제추진위원회,041-734-1576,충청남도 논산시 연산면 연산4길 10-7,36.2162708,127.216078
657,공주 석장리 구석기축제,석장리박물관,2022-05-05,2022-05-08,구석기문화 체험,공주시,041-840-8069,충청남도 공주시 금벽로 990,36.44795221,127.1875895
722,공주 석장리 구석기축제,석장리박물관,2022-05-05,2022-05-08,구석기문화 체험,공주시,041-840-8090,충청남도 공주시 금벽로 990,36.44795221,127.1875895
744,제18회 광릉숲축제,남양주시 광릉숲 일원,2023-09-23,2023-09-24,광릉숲길 걷기+숲속공연+환경경 체험프로그램 운영 등,경기도 남양주시,031-590-2454,경기도 남양주시 진접읍 봉선사길 32,37.7463984,127.1836293
279,할미성 대동제,산신당+용인중앙시장 광장,2022-10-10,2022-10-10,길놀이 행사 및 할미성 대동굿 12거리 재연,용인문화원,031-324-9600,경기도 용인시 처인구 중부대로 1199,37.24086733,127.1779684
280,포은문화제,정몽주 묘역,2022-10-14,2022-10-16,"추모제례, 각종 경연대회, 역사문화인물전, 체험전시, 기념식, 공연 등",용인문화원,031-324-9600,경기도 용인시 처인구 중부대로 1199,37.24086733,127.1779684
1160,처인성문화제,처인성 일대(남사읍),2022-09-05,2022-09-05,처인성 대몽항쟁 희생자 추모다례재 및 공연행사,용인문화원,031-324-9600,경기도 용인시 처인구 중부대로 1199,37.24086733,127.1779684
658,계룡산산신제,계룡면 양화리 신원사일원,2022-04-16,2022-04-17,유.불.무가식 산신제+점사체험+기체험+다양한 무대공연 등,공주시,041-840-8093,충청남도 공주시 계룡면 보목고개로 393,36.333638,127.177107
278,용인어린이상상의숲 가을특별행사 온 가족이 함께하는 <상상북크닉>,용인어린이상상의숲,2022-09-24,2022-09-24,9월 독서의 달 기념 어린이와 가족을 위한 소풍 콘셉트의 특별 행사,용인문화재단,031-323-6500,경기도 용인시 처인구 동백죽전대로 61,37.24962344,127.1651613
281,용인어린이상상의숲 특별 행사 <상상해봄>(가칭),용인어린이상상의숲,2023-04-01,2023-04-01,새학기와 봄을 맞이하여 상상의 숲이 준비한 어린이들과 가족 대상의 특별 행사,용인문화재단,031-323-6346,경기도 용인시 처인구 동백죽전대로 61,37.24962344,127.1651613
830,용인어린이상상의숲 가을특별행사 온 가족이 함께하는 <상상북크닉>,용인어린이상상의숲,2023-09-23,2023-09-23,"9월 ’독서의 달’ 기념, 어린이와 가족이 책을 쉽고 재미있게 접할 수 있는 독서문화 프로그램 운영",용인문화재단,031-323-6500,경기도 용인시 처인구 동백죽전대로 61,37.24962344,127.1651613
831,용인어린이상상의숲 특별행사 <메리 상상 크리스마스>,용인어린이상상의숲,2023-12-24,2023-12-24,어린이들을 위한 크리스마스 기념 이벤트,용인문화재단,031-323-6500,경기도 용인시 처인구 동백죽전대로 61,37.24962344,127.1651613
921,<2023 피크닉 콘서트 - We Go Together Concert>,용인미르스타디움,2023-05-20,2023-05-20,용인시민 대상 주간 체험 프로그램 및 야외 공연 등,용인문화재단,031-323-6341,경기도 용인시 처인구 동백죽전대로 61,37.24962344,127.1651613
951,"용인어린이상상의숲 어린이 주간 특별 행사 <오, 오 상상이상>",용인어린이상상의숲,2023-05-05,2023-05-05,어린이날·용인어린이상상의숲 개관일 기념 어린이와 가족을 위한 특별 행사,용인문화재단,031-323-6500,경기도 용인시 처인구 동백죽전대로 61,37.24962344,127.1651613
1159,"용인어린이상상의숲 어린이 주간 특별 행사 <오, 오 상상이상>",용인어린이상상의숲,2022-05-04,2022-05-07,어린이날·용인어린이상상의숲 개관일 기념 어린이와 가족을 위한 특별 행사,용인문화재단,031-323-6500,경기도 용인시 처인구 동백죽전대로 61,37.24962344,127.1651613
1161,용인 청년 문화 축제 <2022 아트로드>,동백호수공원,2022-09-17,2022-09-17,청년이 직접 참여하여 스스로 만들어가는 용인 시민과 함께하는 문화 축제,용인문화재단,031-323-6346,경기도 용인시 처인구 동백죽전대로 61,37.24962344,127.1651613
787,전주독서대전,"전주한벽문화관, 완판본문화관 일원",2022-09-30,2022-10-02,강연+공연+경연대회 등,전라북도 전주시,063-230-1859,전라북도 전주시 완산구 전주천동로 20,35.81224642,127.1590306
1112,필봉마을굿축제,필봉문화촌,2022-08-12,2022-08-15,국가무형문화재 초청공연+전국농악경연대회+전통연희+학술세미나,임실필봉농악보존회,063-643-1902,전라북도 임실군 강진면 강운로 272,35.53639442,127.1544452
1132,제14회 화성시 가족사랑축제,동탄호수공원,2023-05-13,2023-05-13,공개방송+시민 참여 프로그램+체험 부스,경기도 화성시,031-290-4626,경기도 화성시 송동 54-1번지,37.256791,127.152995
822,전주문화재야행,전주한옥마을 일대,2022-06-17,2022-06-18,체험 및 공연,문화체육관광부+전라북도+전라북도 전주시(청),063-232-9938,전라북도 전주시 완산구 은행로 3,35.81961325,127.1517715
991,전주한지문화축제,한국전통문화전당 일원,2022-05-05,2022-05-07,한지 축제,전라북도 전주시,063-271-2503,전라북도 전주시 완산구 현무1길 20,35.8205657,127.1482307
990,전주국제영화제,고사동영화의거리 일대,2022-04-28,2022-05-07,우수한 국내외 영화를 소개하는 영화축제의 장,전주국제영화제조직위원회+전주국제영화제 집행위원회,063-288-5433,전라북도 전주시 완산구 전주객사4길 74-12,35.82088479,127.1437421
786,전주세계소리축제,한국소리문화의전당,2022-09-16,2022-09-25,소리 공연,전라북도+전주세계소리축제조직위원회,063-232-8398,전라북도 전주시 덕진구 소리로 31,35.85477195,127.1393284
1167,천안성환배축제,성환문화회관,2022-10-17,2022-10-28,성환배 판매장 운영(일자 변경 가능),성환청년회의소,041-581-1771,충청남도 천안시 서북구 성환읍 성진로 15,36.91253596,127.1366796
358,백아산 철쭉제,백아산 약수터 앞 재단+아산복지회관 잔디광장 일원,2022-08-01,2022-11-01,육이오 희생자 위령제+백아산 철쭉제,전라남도 화순군청+백아면청년회,061-379-5107,전라남도 화순군 백아면 학천길 20,35.16777359,127.1339121
409,제15회 구리 코스모스 축제,구리한강 시민공원,2015-10-09,2015-10-11,코스모스 축제,경기도 구리시청,031-550-2065,경기도 구리시 코스모스길14번길 249(토평동),37.574478,127.132863
410,제16회 구리한강 유채꽃 축제,구리한강 시민공원,2016-05-13,2016-05-15,유채꽃 축제,경기도 구리시청,031-550-2065,경기도 구리시 코스모스길14번길 249(토평동),37.574478,127.132863
411,제16회 구리 코스모스 축제,구리한강 시민공원,2016-09-23,2016-09-25,코스모스 축제,경기도 구리시청,031-550-2065,경기도 구리시 코스모스길14번길 249(토평동),37.574478,127.132863
412,제17회 구리 유채꽃 축제,구리한강 시민공원,2017-05-12,2017-05-14,무대공연+체험부스운영+먹거리 체험+꽃 관람,경기도 구리시청,031-550-2065,경기도 구리시 코스모스길14번길 249(토평동),37.574478,127.132863
413,제17회 구리 코스모스 축제,구리한강 시민공원,2017-09-22,2017-09-24,무대공연+체험부스운영+먹거리 체험+꽃 관람,경기도 구리시청,031-550-2065,경기도 구리시 코스모스길14번길 249(토평동),37.574478,127.132863
414,제18회 구리 유채꽃 축제,구리한강 시민공원,2018-05-04,2018-05-06,무대공연+체험부스운영+먹거리 체험+꽃 관람,경기도 구리시청,031-550-2065,경기도 구리시 코스모스길14번길 249(토평동),37.574478,127.132863
586,제15회 구리한강 유채꽃 축제,구리한강 시민공원,2015-05-08,2015-05-10,유채꽃 축제,경기도 구리시청,031-550-2065,경기도 구리시 코스모스길14번길 249(토평동),37.574478,127.132863
1127,제19회 구리 유채꽃 축제,구리한강 시민공원 및 시가지 일원,2019-05-10,2019-05-12,한강 꽃단지 체험 및 시가지 공연 등,경기도 구리시청,031-550-2065,경기도 구리시 코스모스길14번길 249(토평동),37.574478,127.132863
